row_id,target
RBT_085386,6
RBT_085387,2
RBT_085388,4
RBT_085389,5
RBT_085390,6
RBT_085391,2
RBT_085392,7
RBT_085393,4
RBT_085394,7
RBT_085395,4
RBT_085396,1
RBT_085397,7
RBT_085398,5
RBT_085399,6
RBT_085400,6
RBT_085401,2
RBT_085402,6
RBT_085403,1
RBT_085404,5
RBT_085405,4
RBT_085406,4
RBT_085407,6
RBT_085408,6
RBT_085409,5
RBT_085410,1
RBT_085411,1
RBT_085412,6
RBT_085413,7
RBT_085414,6
RBT_085415,2
RBT_085416,2
RBT_085417,5
RBT_085418,5
RBT_085419,5
RBT_085420,7
RBT_085421,5
RBT_085422,3
RBT_085423,7
RBT_085424,6
RBT_085425,6
RBT_085426,3
RBT_085427,5
RBT_085428,6
RBT_085429,5
RBT_085430,6
RBT_085431,5
RBT_085432,7
RBT_085433,5
RBT_085434,1
RBT_085435,3
RBT_085436,7
RBT_085437,5
RBT_085438,2
RBT_085439,3
RBT_085440,1
RBT_085441,3
RBT_085442,7
RBT_085443,4
RBT_085444,5
RBT_085445,5
RBT_085446,5
RBT_085447,7
RBT_085448,6
RBT_085449,3
RBT_085450,7
RBT_085451,6
RBT_085452,4
RBT_085453,4
RBT_085454,7
RBT_085455,2
RBT_085456,3
RBT_085457,4
RBT_085458,5
RBT_085459,5
RBT_085460,4
RBT_085461,5
RBT_085462,2
RBT_085463,5
RBT_085464,4
RBT_085465,4
RBT_085466,1
RBT_085467,5
RBT_085468,6
RBT_085469,6
RBT_085470,3
RBT_085471,7
RBT_085472,4
RBT_085473,6
RBT_085474,7
RBT_085475,6
RBT_085476,4
RBT_085477,4
RBT_085478,5
RBT_085479,5
RBT_085480,6
RBT_085481,6
RBT_085482,2
RBT_085483,5
RBT_085484,3
RBT_085485,6
RBT_085486,7
RBT_085487,6
RBT_085488,6
RBT_085489,2
RBT_085490,3
RBT_085491,4
RBT_085492,7
RBT_085493,4
RBT_085494,6
RBT_085495,2
RBT_085496,5
RBT_085497,6
RBT_085498,5
RBT_085499,5
RBT_085500,6
RBT_085501,5
RBT_085502,6
RBT_085503,5
RBT_085504,5
RBT_085505,5
RBT_085506,3
RBT_085507,5
RBT_085508,4
RBT_085509,5
RBT_085510,5
RBT_085511,4
RBT_085512,6
RBT_085513,5
RBT_085514,5
RBT_085515,6
RBT_085516,5
RBT_085517,3
RBT_085518,6
RBT_085519,7
RBT_085520,2
RBT_085521,7
RBT_085522,5
RBT_085523,1
RBT_085524,5
RBT_085525,6
RBT_085526,6
RBT_085527,5
RBT_085528,3
RBT_085529,5
RBT_085530,3
RBT_085531,2
RBT_085532,7
RBT_085533,6
RBT_085534,5
RBT_085535,2
RBT_085536,5
RBT_085537,7
RBT_085538,5
RBT_085539,3
RBT_085540,7
RBT_085541,6
RBT_085542,5
RBT_085543,6
RBT_085544,1
RBT_085545,5
RBT_085546,2
RBT_085547,6
RBT_085548,7
RBT_085549,7
RBT_085550,4
RBT_085551,5
RBT_085552,7
RBT_085553,7
RBT_085554,2
RBT_085555,2
RBT_085556,7
RBT_085557,4
RBT_085558,3
RBT_085559,6
RBT_085560,6
RBT_085561,3
RBT_085562,4
RBT_085563,7
RBT_085564,1
RBT_085565,6
RBT_085566,1
RBT_085567,2
RBT_085568,6
RBT_085569,5
RBT_085570,3
RBT_085571,5
RBT_085572,5
RBT_085573,4
RBT_085574,6
RBT_085575,6
RBT_085576,6
RBT_085577,3
RBT_085578,5
RBT_085579,5
RBT_085580,2
RBT_085581,5
RBT_085582,1
RBT_085583,5
RBT_085584,3
RBT_085585,5
RBT_085586,3
RBT_085587,6
RBT_085588,2
RBT_085589,6
RBT_085590,2
RBT_085591,5
RBT_085592,6
RBT_085593,3
RBT_085594,6
RBT_085595,7
RBT_085596,4
RBT_085597,1
RBT_085598,5
RBT_085599,7
RBT_085600,5
RBT_085601,6
RBT_085602,6
RBT_085603,7
RBT_085604,2
RBT_085605,5
RBT_085606,7
RBT_085607,6
RBT_085608,5
RBT_085609,5
RBT_085610,4
RBT_085611,5
RBT_085612,3
RBT_085613,7
RBT_085614,2
RBT_085615,7
RBT_085616,4
RBT_085617,5
RBT_085618,2
RBT_085619,5
RBT_085620,1
RBT_085621,6
RBT_085622,5
RBT_085623,6
RBT_085624,7
RBT_085625,2
RBT_085626,5
RBT_085627,4
RBT_085628,2
RBT_085629,6
RBT_085630,2
RBT_085631,5
RBT_085632,3
RBT_085633,3
RBT_085634,5
RBT_085635,5
RBT_085636,1
RBT_085637,4
RBT_085638,5
RBT_085639,5
RBT_085640,6
RBT_085641,6
RBT_085642,5
RBT_085643,5
RBT_085644,3
RBT_085645,2
RBT_085646,5
RBT_085647,7
RBT_085648,5
RBT_085649,2
RBT_085650,5
RBT_085651,1
RBT_085652,5
RBT_085653,1
RBT_085654,7
RBT_085655,6
RBT_085656,2
RBT_085657,3
RBT_085658,7
RBT_085659,6
RBT_085660,7
RBT_085661,4
RBT_085662,2
RBT_085663,5
RBT_085664,7
RBT_085665,2
RBT_085666,6
RBT_085667,4
RBT_085668,2
RBT_085669,5
RBT_085670,5
RBT_085671,1
RBT_085672,5
RBT_085673,5
RBT_085674,6
RBT_085675,3
RBT_085676,6
RBT_085677,3
RBT_085678,5
RBT_085679,5
RBT_085680,7
RBT_085681,1
RBT_085682,3
RBT_085683,2
RBT_085684,4
RBT_085685,4
RBT_085686,3
RBT_085687,5
RBT_085688,2
RBT_085689,2
RBT_085690,1
RBT_085691,7
RBT_085692,5
RBT_085693,4
RBT_085694,5
RBT_085695,3
RBT_085696,5
RBT_085697,3
RBT_085698,4
RBT_085699,7
RBT_085700,3
RBT_085701,4
RBT_085702,5
RBT_085703,7
RBT_085704,7
RBT_085705,4
RBT_085706,7
RBT_085707,4
RBT_085708,7
RBT_085709,2
RBT_085710,3
RBT_085711,2
RBT_085712,4
RBT_085713,6
RBT_085714,3
RBT_085715,3
RBT_085716,3
RBT_085717,5
RBT_085718,1
RBT_085719,5
RBT_085720,7
RBT_085721,5
RBT_085722,6
RBT_085723,5
RBT_085724,1
RBT_085725,5
RBT_085726,7
RBT_085727,5
RBT_085728,5
RBT_085729,5
RBT_085730,6
RBT_085731,5
RBT_085732,5
RBT_085733,1
RBT_085734,3
RBT_085735,5
RBT_085736,5
RBT_085737,5
RBT_085738,6
RBT_085739,4
RBT_085740,4
RBT_085741,2
RBT_085742,5
RBT_085743,4
RBT_085744,6
RBT_085745,6
RBT_085746,2
RBT_085747,4
RBT_085748,4
RBT_085749,6
RBT_085750,4
RBT_085751,4
RBT_085752,3
RBT_085753,5
RBT_085754,5
RBT_085755,7
RBT_085756,6
RBT_085757,6
RBT_085758,5
RBT_085759,5
RBT_085760,5
RBT_085761,4
RBT_085762,5
RBT_085763,4
RBT_085764,5
RBT_085765,5
RBT_085766,6
RBT_085767,5
RBT_085768,3
RBT_085769,7
RBT_085770,4
RBT_085771,3
RBT_085772,4
RBT_085773,2
RBT_085774,2
RBT_085775,5
RBT_085776,7
RBT_085777,2
RBT_085778,7
RBT_085779,6
RBT_085780,6
RBT_085781,6
RBT_085782,5
RBT_085783,2
RBT_085784,5
RBT_085785,6
RBT_085786,2
RBT_085787,7
RBT_085788,5
RBT_085789,7
RBT_085790,5
RBT_085791,5
RBT_085792,6
RBT_085793,4
RBT_085794,6
RBT_085795,5
RBT_085796,6
RBT_085797,4
RBT_085798,6
RBT_085799,1
RBT_085800,7
RBT_085801,6
RBT_085802,5
RBT_085803,5
RBT_085804,7
RBT_085805,6
RBT_085806,5
RBT_085807,3
RBT_085808,3
RBT_085809,4
RBT_085810,6
RBT_085811,6
RBT_085812,5
RBT_085813,4
RBT_085814,4
RBT_085815,1
RBT_085816,3
RBT_085817,1
RBT_085818,5
RBT_085819,5
RBT_085820,7
RBT_085821,6
RBT_085822,5
RBT_085823,6
RBT_085824,1
RBT_085825,7
RBT_085826,5
RBT_085827,2
RBT_085828,5
RBT_085829,7
RBT_085830,6
RBT_085831,4
RBT_085832,5
RBT_085833,6
RBT_085834,7
RBT_085835,7
RBT_085836,7
RBT_085837,5
RBT_085838,6
RBT_085839,4
RBT_085840,6
RBT_085841,4
RBT_085842,4
RBT_085843,5
RBT_085844,7
RBT_085845,2
RBT_085846,7
RBT_085847,5
RBT_085848,5
RBT_085849,6
RBT_085850,5
RBT_085851,7
RBT_085852,5
RBT_085853,4
RBT_085854,7
RBT_085855,7
RBT_085856,4
RBT_085857,3
RBT_085858,4
RBT_085859,7
RBT_085860,5
RBT_085861,6
RBT_085862,2
RBT_085863,6
RBT_085864,3
RBT_085865,5
RBT_085866,3
RBT_085867,3
RBT_085868,7
RBT_085869,4
RBT_085870,5
RBT_085871,1
RBT_085872,6
RBT_085873,6
RBT_085874,3
RBT_085875,1
RBT_085876,4
RBT_085877,5
RBT_085878,1
RBT_085879,2
RBT_085880,5
RBT_085881,3
RBT_085882,5
RBT_085883,3
RBT_085884,7
RBT_085885,5
RBT_085886,3
RBT_085887,2
RBT_085888,5
RBT_085889,6
RBT_085890,5
RBT_085891,3
RBT_085892,5
RBT_085893,4
RBT_085894,5
RBT_085895,5
RBT_085896,5
RBT_085897,6
RBT_085898,7
RBT_085899,6
RBT_085900,4
RBT_085901,5
RBT_085902,5
RBT_085903,3
RBT_085904,6
RBT_085905,5
RBT_085906,5
RBT_085907,4
RBT_085908,5
RBT_085909,3
RBT_085910,3
RBT_085911,6
RBT_085912,4
RBT_085913,1
RBT_085914,4
RBT_085915,4
RBT_085916,6
RBT_085917,6
RBT_085918,6
RBT_085919,6
RBT_085920,5
RBT_085921,6
RBT_085922,4
RBT_085923,1
RBT_085924,6
RBT_085925,2
RBT_085926,5
RBT_085927,3
RBT_085928,5
RBT_085929,7
RBT_085930,5
RBT_085931,3
RBT_085932,6
RBT_085933,6
RBT_085934,3
RBT_085935,6
RBT_085936,4
RBT_085937,6
RBT_085938,7
RBT_085939,1
RBT_085940,5
RBT_085941,3
RBT_085942,6
RBT_085943,7
RBT_085944,2
RBT_085945,1
RBT_085946,7
RBT_085947,7
RBT_085948,6
RBT_085949,7
RBT_085950,4
RBT_085951,7
RBT_085952,7
RBT_085953,2
RBT_085954,6
RBT_085955,6
RBT_085956,3
RBT_085957,6
RBT_085958,5
RBT_085959,6
RBT_085960,6
RBT_085961,7
RBT_085962,2
RBT_085963,6
RBT_085964,4
RBT_085965,6
RBT_085966,5
RBT_085967,5
RBT_085968,1
RBT_085969,5
RBT_085970,5
RBT_085971,4
RBT_085972,7
RBT_085973,7
RBT_085974,4
RBT_085975,5
RBT_085976,3
RBT_085977,5
RBT_085978,6
RBT_085979,2
RBT_085980,4
RBT_085981,2
RBT_085982,7
RBT_085983,5
RBT_085984,5
RBT_085985,4
RBT_085986,5
RBT_085987,7
RBT_085988,7
RBT_085989,2
RBT_085990,5
RBT_085991,3
RBT_085992,5
RBT_085993,5
RBT_085994,6
RBT_085995,6
RBT_085996,4
RBT_085997,5
RBT_085998,5
RBT_085999,7
RBT_086000,5
RBT_086001,6
RBT_086002,6
RBT_086003,7
RBT_086004,6
RBT_086005,4
RBT_086006,6
RBT_086007,5
RBT_086008,6
RBT_086009,7
RBT_086010,6
RBT_086011,7
RBT_086012,3
RBT_086013,4
RBT_086014,5
RBT_086015,1
RBT_086016,6
RBT_086017,4
RBT_086018,6
RBT_086019,6
RBT_086020,5
RBT_086021,6
RBT_086022,6
RBT_086023,5
RBT_086024,6
RBT_086025,5
RBT_086026,3
RBT_086027,6
RBT_086028,5
RBT_086029,4
RBT_086030,6
RBT_086031,4
RBT_086032,5
RBT_086033,5
RBT_086034,6
RBT_086035,5
RBT_086036,5
RBT_086037,1
RBT_086038,5
RBT_086039,5
RBT_086040,3
RBT_086041,4
RBT_086042,6
RBT_086043,5
RBT_086044,4
RBT_086045,7
RBT_086046,6
RBT_086047,2
RBT_086048,6
RBT_086049,4
RBT_086050,3
RBT_086051,2
RBT_086052,4
RBT_086053,5
RBT_086054,5
RBT_086055,1
RBT_086056,3
RBT_086057,5
RBT_086058,5
RBT_086059,1
RBT_086060,7
RBT_086061,6
RBT_086062,4
RBT_086063,5
RBT_086064,5
RBT_086065,5
RBT_086066,5
RBT_086067,5
RBT_086068,5
RBT_086069,5
RBT_086070,5
RBT_086071,4
RBT_086072,3
RBT_086073,1
RBT_086074,6
RBT_086075,7
RBT_086076,6
RBT_086077,3
RBT_086078,1
RBT_086079,6
RBT_086080,7
RBT_086081,7
RBT_086082,2
RBT_086083,6
RBT_086084,3
RBT_086085,6
RBT_086086,6
RBT_086087,1
RBT_086088,5
RBT_086089,1
RBT_086090,5
RBT_086091,1
RBT_086092,4
RBT_086093,5
RBT_086094,4
RBT_086095,5
RBT_086096,7
RBT_086097,3
RBT_086098,6
RBT_086099,5
RBT_086100,5
RBT_086101,4
RBT_086102,3
RBT_086103,5
RBT_086104,7
RBT_086105,7
RBT_086106,5
RBT_086107,5
RBT_086108,4
RBT_086109,6
RBT_086110,4
RBT_086111,6
RBT_086112,5
RBT_086113,6
RBT_086114,4
RBT_086115,6
RBT_086116,5
RBT_086117,4
RBT_086118,4
RBT_086119,6
RBT_086120,5
RBT_086121,5
RBT_086122,7
RBT_086123,5
RBT_086124,6
RBT_086125,4
RBT_086126,5
RBT_086127,1
RBT_086128,7
RBT_086129,3
RBT_086130,5
RBT_086131,6
RBT_086132,5
RBT_086133,1
RBT_086134,7
RBT_086135,1
RBT_086136,2
RBT_086137,3
RBT_086138,4
RBT_086139,7
RBT_086140,7
RBT_086141,5
RBT_086142,6
RBT_086143,6
RBT_086144,6
RBT_086145,6
RBT_086146,4
RBT_086147,4
RBT_086148,5
RBT_086149,1
RBT_086150,7
RBT_086151,6
RBT_086152,3
RBT_086153,4
RBT_086154,7
RBT_086155,6
RBT_086156,5
RBT_086157,3
RBT_086158,1
RBT_086159,5
RBT_086160,7
RBT_086161,2
RBT_086162,1
RBT_086163,4
RBT_086164,5
RBT_086165,7
RBT_086166,6
RBT_086167,6
RBT_086168,6
RBT_086169,4
RBT_086170,4
RBT_086171,2
RBT_086172,3
RBT_086173,7
RBT_086174,7
RBT_086175,1
RBT_086176,5
RBT_086177,4
RBT_086178,5
RBT_086179,4
RBT_086180,4
RBT_086181,6
RBT_086182,7
RBT_086183,3
RBT_086184,5
RBT_086185,5
RBT_086186,6
RBT_086187,3
RBT_086188,5
RBT_086189,6
RBT_086190,4
RBT_086191,1
RBT_086192,7
RBT_086193,6
RBT_086194,6
RBT_086195,2
RBT_086196,7
RBT_086197,5
RBT_086198,3
RBT_086199,5
RBT_086200,7
RBT_086201,7
RBT_086202,5
RBT_086203,7
RBT_086204,5
RBT_086205,1
RBT_086206,5
RBT_086207,5
RBT_086208,6
RBT_086209,2
RBT_086210,3
RBT_086211,5
RBT_086212,3
RBT_086213,5
RBT_086214,1
RBT_086215,5
RBT_086216,7
RBT_086217,6
RBT_086218,2
RBT_086219,5
RBT_086220,2
RBT_086221,1
RBT_086222,5
RBT_086223,5
RBT_086224,2
RBT_086225,4
RBT_086226,4
RBT_086227,4
RBT_086228,4
RBT_086229,6
RBT_086230,4
RBT_086231,5
RBT_086232,1
RBT_086233,6
RBT_086234,5
RBT_086235,4
RBT_086236,5
RBT_086237,6
RBT_086238,5
RBT_086239,4
RBT_086240,1
RBT_086241,7
RBT_086242,4
RBT_086243,5
RBT_086244,5
RBT_086245,5
RBT_086246,5
RBT_086247,7
RBT_086248,4
RBT_086249,7
RBT_086250,6
RBT_086251,7
RBT_086252,5
RBT_086253,2
RBT_086254,4
RBT_086255,4
RBT_086256,2
RBT_086257,2
RBT_086258,3
RBT_086259,4
RBT_086260,7
RBT_086261,5
RBT_086262,5
RBT_086263,6
RBT_086264,5
RBT_086265,5
RBT_086266,3
RBT_086267,7
RBT_086268,5
RBT_086269,5
RBT_086270,5
RBT_086271,6
RBT_086272,3
RBT_086273,4
RBT_086274,2
RBT_086275,3
RBT_086276,5
RBT_086277,5
RBT_086278,6
RBT_086279,7
RBT_086280,6
RBT_086281,4
RBT_086282,5
RBT_086283,5
RBT_086284,2
RBT_086285,7
RBT_086286,6
RBT_086287,7
RBT_086288,5
RBT_086289,5
RBT_086290,7
RBT_086291,5
RBT_086292,6
RBT_086293,3
RBT_086294,6
RBT_086295,6
RBT_086296,3
RBT_086297,6
RBT_086298,7
RBT_086299,7
RBT_086300,6
RBT_086301,7
RBT_086302,7
RBT_086303,7
RBT_086304,5
RBT_086305,5
RBT_086306,5
RBT_086307,3
RBT_086308,4
RBT_086309,5
RBT_086310,6
RBT_086311,5
RBT_086312,5
RBT_086313,7
RBT_086314,5
RBT_086315,5
RBT_086316,6
RBT_086317,4
RBT_086318,2
RBT_086319,6
RBT_086320,4
RBT_086321,5
RBT_086322,7
RBT_086323,5
RBT_086324,7
RBT_086325,3
RBT_086326,4
RBT_086327,6
RBT_086328,2
RBT_086329,5
RBT_086330,6
RBT_086331,6
RBT_086332,4
RBT_086333,4
RBT_086334,5
RBT_086335,6
RBT_086336,3
RBT_086337,5
RBT_086338,2
RBT_086339,5
RBT_086340,3
RBT_086341,4
RBT_086342,4
RBT_086343,6
RBT_086344,4
RBT_086345,5
RBT_086346,5
RBT_086347,6
RBT_086348,4
RBT_086349,7
RBT_086350,4
RBT_086351,5
RBT_086352,5
RBT_086353,5
RBT_086354,6
RBT_086355,2
RBT_086356,4
RBT_086357,5
RBT_086358,5
RBT_086359,4
RBT_086360,3
RBT_086361,5
RBT_086362,2
RBT_086363,6
RBT_086364,5
RBT_086365,5
RBT_086366,2
RBT_086367,2
RBT_086368,4
RBT_086369,6
RBT_086370,5
RBT_086371,5
RBT_086372,6
RBT_086373,3
RBT_086374,5
RBT_086375,6
RBT_086376,1
RBT_086377,3
RBT_086378,5
RBT_086379,7
RBT_086380,4
RBT_086381,3
RBT_086382,6
RBT_086383,5
RBT_086384,2
RBT_086385,5
RBT_086386,5
RBT_086387,2
RBT_086388,6
RBT_086389,4
RBT_086390,6
RBT_086391,4
RBT_086392,5
RBT_086393,7
RBT_086394,3
RBT_086395,1
RBT_086396,6
RBT_086397,1
RBT_086398,7
RBT_086399,6
RBT_086400,5
RBT_086401,6
RBT_086402,2
RBT_086403,6
RBT_086404,6
RBT_086405,1
RBT_086406,6
RBT_086407,7
RBT_086408,7
RBT_086409,7
RBT_086410,5
RBT_086411,3
RBT_086412,4
RBT_086413,6
RBT_086414,4
RBT_086415,6
RBT_086416,6
RBT_086417,7
RBT_086418,4
RBT_086419,6
RBT_086420,3
RBT_086421,4
RBT_086422,6
RBT_086423,6
RBT_086424,4
RBT_086425,7
RBT_086426,4
RBT_086427,5
RBT_086428,6
RBT_086429,5
RBT_086430,5
RBT_086431,3
RBT_086432,3
RBT_086433,3
RBT_086434,5
RBT_086435,5
RBT_086436,6
RBT_086437,3
RBT_086438,6
RBT_086439,7
RBT_086440,5
RBT_086441,4
RBT_086442,4
RBT_086443,5
RBT_086444,4
RBT_086445,5
RBT_086446,7
RBT_086447,6
RBT_086448,1
RBT_086449,6
RBT_086450,5
RBT_086451,5
RBT_086452,4
RBT_086453,5
RBT_086454,5
RBT_086455,5
RBT_086456,6
RBT_086457,4
RBT_086458,5
RBT_086459,6
RBT_086460,7
RBT_086461,5
RBT_086462,5
RBT_086463,6
RBT_086464,3
RBT_086465,5
RBT_086466,2
RBT_086467,5
RBT_086468,6
RBT_086469,2
RBT_086470,6
RBT_086471,2
RBT_086472,3
RBT_086473,7
RBT_086474,2
RBT_086475,5
RBT_086476,4
RBT_086477,4
RBT_086478,5
RBT_086479,2
RBT_086480,5
RBT_086481,7
RBT_086482,6
RBT_086483,6
RBT_086484,4
RBT_086485,6
RBT_086486,6
RBT_086487,7
RBT_086488,4
RBT_086489,7
RBT_086490,4
RBT_086491,1
RBT_086492,5
RBT_086493,6
RBT_086494,3
RBT_086495,1
RBT_086496,5
RBT_086497,2
RBT_086498,5
RBT_086499,7
RBT_086500,6
RBT_086501,5
RBT_086502,5
RBT_086503,7
RBT_086504,7
RBT_086505,4
RBT_086506,4
RBT_086507,6
RBT_086508,4
RBT_086509,5
RBT_086510,5
RBT_086511,3
RBT_086512,7
RBT_086513,7
RBT_086514,4
RBT_086515,7
RBT_086516,6
RBT_086517,7
RBT_086518,7
RBT_086519,3
RBT_086520,5
RBT_086521,4
RBT_086522,3
RBT_086523,5
RBT_086524,5
RBT_086525,4
RBT_086526,4
RBT_086527,2
RBT_086528,3
RBT_086529,4
RBT_086530,7
RBT_086531,7
RBT_086532,4
RBT_086533,6
RBT_086534,6
RBT_086535,5
RBT_086536,6
RBT_086537,7
RBT_086538,3
RBT_086539,2
RBT_086540,5
RBT_086541,5
RBT_086542,4
RBT_086543,7
RBT_086544,6
RBT_086545,5
RBT_086546,6
RBT_086547,6
RBT_086548,4
RBT_086549,2
RBT_086550,6
RBT_086551,2
RBT_086552,5
RBT_086553,3
RBT_086554,7
RBT_086555,3
RBT_086556,2
RBT_086557,6
RBT_086558,3
RBT_086559,3
RBT_086560,3
RBT_086561,5
RBT_086562,3
RBT_086563,4
RBT_086564,6
RBT_086565,3
RBT_086566,6
RBT_086567,5
RBT_086568,6
RBT_086569,5
RBT_086570,5
RBT_086571,6
RBT_086572,1
RBT_086573,5
RBT_086574,2
RBT_086575,5
RBT_086576,6
RBT_086577,5
RBT_086578,5
RBT_086579,3
RBT_086580,5
RBT_086581,3
RBT_086582,7
RBT_086583,5
RBT_086584,6
RBT_086585,7
RBT_086586,3
RBT_086587,1
RBT_086588,5
RBT_086589,6
RBT_086590,3
RBT_086591,6
RBT_086592,6
RBT_086593,5
RBT_086594,7
RBT_086595,5
RBT_086596,4
RBT_086597,1
RBT_086598,7
RBT_086599,2
RBT_086600,4
RBT_086601,6
RBT_086602,1
RBT_086603,5
RBT_086604,3
RBT_086605,1
RBT_086606,5
RBT_086607,5
RBT_086608,5
RBT_086609,5
RBT_086610,5
RBT_086611,5
RBT_086612,3
RBT_086613,2
RBT_086614,6
RBT_086615,6
RBT_086616,2
RBT_086617,4
RBT_086618,6
RBT_086619,7
RBT_086620,6
RBT_086621,5
RBT_086622,6
RBT_086623,5
RBT_086624,6
RBT_086625,6
RBT_086626,4
RBT_086627,6
RBT_086628,3
RBT_086629,3
RBT_086630,6
RBT_086631,5
RBT_086632,5
RBT_086633,4
RBT_086634,7
RBT_086635,6
RBT_086636,5
RBT_086637,5
RBT_086638,6
RBT_086639,6
RBT_086640,6
RBT_086641,3
RBT_086642,5
RBT_086643,3
RBT_086644,5
RBT_086645,3
RBT_086646,6
RBT_086647,5
RBT_086648,7
RBT_086649,7
RBT_086650,7
RBT_086651,3
RBT_086652,4
RBT_086653,5
RBT_086654,6
RBT_086655,1
RBT_086656,7
RBT_086657,4
RBT_086658,5
RBT_086659,7
RBT_086660,7
RBT_086661,1
RBT_086662,6
RBT_086663,5
RBT_086664,5
RBT_086665,6
RBT_086666,1
RBT_086667,3
RBT_086668,3
RBT_086669,5
RBT_086670,2
RBT_086671,6
RBT_086672,5
RBT_086673,6
RBT_086674,7
RBT_086675,4
RBT_086676,5
RBT_086677,2
RBT_086678,4
RBT_086679,5
RBT_086680,3
RBT_086681,5
RBT_086682,4
RBT_086683,7
RBT_086684,4
RBT_086685,1
RBT_086686,5
RBT_086687,3
RBT_086688,5
RBT_086689,4
RBT_086690,7
RBT_086691,4
RBT_086692,5
RBT_086693,6
RBT_086694,5
RBT_086695,4
RBT_086696,7
RBT_086697,1
RBT_086698,6
RBT_086699,6
RBT_086700,5
RBT_086701,3
RBT_086702,5
RBT_086703,5
RBT_086704,6
RBT_086705,1
RBT_086706,5
RBT_086707,6
RBT_086708,6
RBT_086709,4
RBT_086710,6
RBT_086711,5
RBT_086712,7
RBT_086713,3
RBT_086714,5
RBT_086715,1
RBT_086716,6
RBT_086717,6
RBT_086718,5
RBT_086719,5
RBT_086720,4
RBT_086721,3
RBT_086722,5
RBT_086723,4
RBT_086724,5
RBT_086725,6
RBT_086726,6
RBT_086727,5
RBT_086728,7
RBT_086729,3
RBT_086730,5
RBT_086731,3
RBT_086732,5
RBT_086733,6
RBT_086734,5
RBT_086735,5
RBT_086736,2
RBT_086737,1
RBT_086738,7
RBT_086739,7
RBT_086740,1
RBT_086741,3
RBT_086742,6
RBT_086743,7
RBT_086744,5
RBT_086745,3
RBT_086746,4
RBT_086747,6
RBT_086748,5
RBT_086749,1
RBT_086750,4
RBT_086751,6
RBT_086752,4
RBT_086753,5
RBT_086754,7
RBT_086755,7
RBT_086756,6
RBT_086757,4
RBT_086758,4
RBT_086759,4
RBT_086760,3
RBT_086761,3
RBT_086762,4
RBT_086763,5
RBT_086764,5
RBT_086765,5
RBT_086766,3
RBT_086767,5
RBT_086768,3
RBT_086769,3
RBT_086770,5
RBT_086771,5
RBT_086772,6
RBT_086773,6
RBT_086774,4
RBT_086775,5
RBT_086776,3
RBT_086777,5
RBT_086778,5
RBT_086779,6
RBT_086780,2
RBT_086781,2
RBT_086782,2
RBT_086783,5
RBT_086784,5
RBT_086785,1
RBT_086786,5
RBT_086787,6
RBT_086788,2
RBT_086789,4
RBT_086790,6
RBT_086791,6
RBT_086792,4
RBT_086793,6
RBT_086794,7
RBT_086795,4
RBT_086796,6
RBT_086797,2
RBT_086798,1
RBT_086799,5
RBT_086800,5
RBT_086801,6
RBT_086802,6
RBT_086803,4
RBT_086804,5
RBT_086805,6
RBT_086806,4
RBT_086807,5
RBT_086808,1
RBT_086809,3
RBT_086810,5
RBT_086811,5
RBT_086812,3
RBT_086813,1
RBT_086814,3
RBT_086815,6
RBT_086816,2
RBT_086817,5
RBT_086818,4
RBT_086819,5
RBT_086820,5
RBT_086821,7
RBT_086822,7
RBT_086823,7
RBT_086824,5
RBT_086825,6
RBT_086826,7
RBT_086827,1
RBT_086828,7
RBT_086829,3
RBT_086830,6
RBT_086831,6
RBT_086832,2
RBT_086833,7
RBT_086834,7
RBT_086835,5
RBT_086836,3
RBT_086837,5
RBT_086838,5
RBT_086839,7
RBT_086840,5
RBT_086841,6
RBT_086842,5
RBT_086843,5
RBT_086844,5
RBT_086845,5
RBT_086846,4
RBT_086847,6
RBT_086848,3
RBT_086849,5
RBT_086850,1
RBT_086851,4
RBT_086852,5
RBT_086853,2
RBT_086854,5
RBT_086855,7
RBT_086856,6
RBT_086857,2
RBT_086858,6
RBT_086859,7
RBT_086860,3
RBT_086861,7
RBT_086862,5
RBT_086863,7
RBT_086864,7
RBT_086865,6
RBT_086866,4
RBT_086867,7
RBT_086868,5
RBT_086869,5
RBT_086870,5
RBT_086871,5
RBT_086872,7
RBT_086873,6
RBT_086874,1
RBT_086875,1
RBT_086876,2
RBT_086877,5
RBT_086878,6
RBT_086879,5
RBT_086880,5
RBT_086881,5
RBT_086882,6
RBT_086883,4
RBT_086884,4
RBT_086885,5
RBT_086886,1
RBT_086887,7
RBT_086888,6
RBT_086889,6
RBT_086890,5
RBT_086891,6
RBT_086892,7
RBT_086893,4
RBT_086894,5
RBT_086895,6
RBT_086896,5
RBT_086897,6
RBT_086898,4
RBT_086899,4
RBT_086900,5
RBT_086901,3
RBT_086902,1
RBT_086903,4
RBT_086904,3
RBT_086905,1
RBT_086906,6
RBT_086907,5
RBT_086908,5
RBT_086909,3
RBT_086910,5
RBT_086911,2
RBT_086912,7
RBT_086913,2
RBT_086914,2
RBT_086915,5
RBT_086916,5
RBT_086917,7
RBT_086918,6
RBT_086919,6
RBT_086920,6
RBT_086921,3
RBT_086922,2
RBT_086923,2
RBT_086924,6
RBT_086925,5
RBT_086926,7
RBT_086927,5
RBT_086928,5
RBT_086929,2
RBT_086930,4
RBT_086931,3
RBT_086932,5
RBT_086933,2
RBT_086934,6
RBT_086935,6
RBT_086936,6
RBT_086937,7
RBT_086938,5
RBT_086939,6
